id_delito,fecha,franja_horaria,tipo,subtipo,uso_armas,t_respuesta (min),arresto,Id_arresto,Id_oficial,barrio,comuna,latitud,longitud,victimas
DEL1000650820,1/17/2021,7,Hurto (sin violencia),,,155,no,,1100200,Mataderos,9,-34.661541,-58.510042,0
DEL1000650821,1/17/2021,7,Hurto (sin violencia),,,105,no,,1100125,San Cristóbal,3,-34.625684,-58.396315,0
DEL1000650822,1/17/2021,17,Hurto (sin violencia),,,26,no,,1100064,Caballito,6,-34.612053,-58.445215,0
DEL1000650823,1/17/2021,22,Robo (con violencia),,Arma de fuego,60,no,,1100427,Balvanera,3,-34.604045,-58.405248,0
DEL1000650824,1/17/2021,3,Robo (con violencia),,Arma de fuego,179,no,,1100403,Balvanera,3,-34.614204,-58.397481,0
DEL1000650825,1/17/2021,22,Robo (con violencia),,,92,si,ARR0219359,1100071,Villa Lugano,8,-34.681752,-58.471125,0
DEL1000650826,1/17/2021,17,Robo (con violencia),,,126,si,ARR0219360,1100494,Nuñez,13,-34.548523,-58.459222,0
DEL1000650827,1/17/2021,12,Hurto (sin violencia),,,117,si,ARR0219361,1100323,Belgrano,13,-34.559772,-58.451734,0
DEL1000650829,1/17/2021,8,Robo (con violencia),,,94,no,,1100255,Balvanera,3,-34.611763,-58.401443,0
DEL1000650830,1/17/2021,12,Hurto (sin violencia),,,64,no,,1100196,Caballito,6,-34.614603,-58.445671,0
DEL1000650831,1/17/2021,11,Robo (con violencia),,Arma cortante,22,no,,1100106,Palermo,14,-34.575033,-58.431338,0
DEL1000650833,1/17/2021,16,Robo (con violencia),,,162,si,ARR0219363,1100377,Balvanera,3,-34.601401,-58.403591,0
DEL1000650834,1/17/2021,20,Hurto (sin violencia),,,39,no,,1100588,Villa Santa Rita,11,-34.613297,-58.490921,0
DEL1000650835,1/17/2021,18,Robo (con violencia),Con uso de moto,,54,si,ARR0219364,1100325,Palermo,14,-34.567442,-58.438066,0
DEL1000650836,1/17/2021,17,Robo (con violencia),,,89,no,,1100139,Villa Urquiza,12,-34.567573,-58.479855,0
DEL1000650839,1/17/2021,15,Hurto (sin violencia),,,55,si,ARR0219365,1100327,Parque Chacabuco,7,-34.641256,-58.446187,0
DEL1000650840,1/17/2021,16,Robo (con violencia),,,130,si,ARR0219366,1100295,Boedo,5,-34.626647,-58.425515,0
DEL1000650841,1/17/2021,16,Hurto (sin violencia),,,95,no,,1100258,Puerto Madero,1,-34.613937,-58.357705,0
DEL1000650842,1/17/2021,9,Hurto (sin violencia),,,63,si,ARR0219367,1100285,Monte Castro,10,-34.617528,-58.507647,0
DEL1000650843,1/17/2021,11,Robo (con violencia),,,39,no,,1100172,Flores,7,-34.628915,-58.470436,0
DEL1000650844,1/17/2021,2,Hurto (sin violencia),,,66,si,ARR0219368,1100405,Palermo,14,-34.588041,-58.429273,0
DEL1000650845,1/17/2021,21,Robo (con violencia),,,165,si,ARR0219369,1100083,Balvanera,3,-34.606891,-58.40989,0
DEL1000650847,1/17/2021,20,Robo (con violencia),,,108,no,,1100229,Parque Chacabuco,7,-34.62847,-58.430849,0
DEL1000650848,1/17/2021,23,Robo (con violencia),Con uso de moto,Arma de fuego,61,no,,1100286,Caballito,6,-34.613083,-58.436128,0
DEL1000650849,1/17/2021,21,Robo (con violencia),Con uso de moto,,66,si,ARR0219370,1100278,Parque Avellaneda,9,-34.641243,-58.485674,0
DEL1000650850,1/17/2021,16,Hurto (sin violencia),,,176,no,,1100414,Palermo,14,-34.575212,-58.404206,0
DEL1000650851,1/17/2021,21,Hurto (sin violencia),,,47,si,ARR0219371,1100412,Villa Santa Rita,11,-34.616947,-58.490834,0
DEL1000650852,1/17/2021,1,Robo (con violencia),,,166,no,,1100535,Caballito,6,-34.627146,-58.451694,0
DEL1000650853,1/17/2021,14,Hurto (sin violencia),,,32,no,,1100373,Liniers,9,-34.639959,-58.527504,0
DEL1000650854,1/17/2021,20,Robo (con violencia),,,51,no,,1100038,Agronomía,15,-34.592992,-58.494124,0
DEL1000650855,1/17/2021,11,Robo (con violencia),,,124,no,,1100339,Nuñez,13,-34.541725,-58.464797,0
DEL1000650856,1/17/2021,23,Robo (con violencia),,,152,no,,1100331,San Cristóbal,3,-34.626839,-58.392332,0
DEL1000650857,1/17/2021,21,Robo (con violencia),Con uso de moto,,141,no,,1100181,Parque Avellaneda,9,-34.641243,-58.485674,0
DEL1000650858,1/17/2021,10,Hurto (sin violencia),,,140,no,,1100172,Flores,7,-34.644207,-58.46006,0
DEL1000650859,1/17/2021,0,Hurto (sin violencia),,,121,no,,1100571,Balvanera,3,-34.610707,-58.40158,0
DEL1000650860,1/17/2021,0,Hurto (sin violencia),,,148,no,,1100237,Villa Del Parque,11,-34.608545,-58.489045,0
DEL1000650861,1/17/2021,1,Hurto (sin violencia),,,72,si,ARR0219372,1100526,Palermo,14,-34.587253,-58.4302,0
DEL1000650862,1/17/2021,10,Robo (con violencia),,,99,si,ARR0219373,1100189,Balvanera,3,-34.602045,-58.408569,0
DEL1000650863,1/18/2021,10,Homicidio,Siniestro Vial,,25,si,ARR0219374,1100065,Parque Chas,15,-34.586223,-58.487442,0
DEL1000650864,1/18/2021,0,Lesiones,Siniestro Vial,,117,no,,1100241,Villa Soldati,8,-34.664925,-58.449959,1
DEL1000650865,1/18/2021,1,Lesiones,Siniestro Vial,,64,no,,1100447,San Nicolas,1,-34.604035,-58.380964,1
DEL1000650866,1/18/2021,0,Lesiones,Siniestro Vial,,94,si,ARR0219375,1100166,Balvanera,3,-34.614204,-58.397481,0
DEL1000650867,1/18/2021,2,Lesiones,Siniestro Vial,,130,si,ARR0219376,1100404,Villa Ortuzar,15,-34.578731,-58.476569,0
DEL1000650868,1/18/2021,8,Lesiones,Siniestro Vial,,158,si,ARR0219377,1100582,Belgrano,13,-34.56428,-58.453244,0
DEL1000650869,1/18/2021,9,Lesiones,Siniestro Vial,,96,no,,1100599,Floresta,10,-34.6288,-58.483725,1
DEL1000650870,1/18/2021,9,Lesiones,Siniestro Vial,,27,si,ARR0219378,1100324,Caballito,6,-34.626942,-58.44797,0
DEL1000650871,1/18/2021,10,Lesiones,Siniestro Vial,,54,si,ARR0219379,1100295,Balvanera,3,-34.609298,-58.406012,0
DEL1000650872,1/18/2021,13,Lesiones,Siniestro Vial,,62,no,,1100292,Parque Chacabuco,7,-34.633394,-58.432812,1
DEL1000650873,1/18/2021,13,Lesiones,Siniestro Vial,,83,si,ARR0219380,1100201,Recoleta,2,-34.581675,-58.395993,0
DEL1000650874,1/18/2021,16,Lesiones,Siniestro Vial,,125,no,,1100159,Nueva Pompeya,4,-34.647064,-58.427644,1
DEL1000650875,1/18/2021,9,Lesiones,Siniestro Vial,,65,no,,1100289,Balvanera,3,-34.60045,-58.404466,1
DEL1000650876,1/18/2021,16,Lesiones,Siniestro Vial,,145,no,,1100106,Villa Pueyrredón,12,-34.586376,-58.506761,2
DEL1000650877,1/18/2021,10,Lesiones,Siniestro Vial,,54,si,ARR0219381,1100463,Mataderos,9,-34.659049,-58.485368,0
DEL1000650878,1/18/2021,19,Lesiones,Siniestro Vial,,121,no,,1100029,Palermo,14,-34.588887,-58.413327,1
DEL1000650879,1/18/2021,18,Lesiones,Siniestro Vial,,46,no,,1100035,Palermo,14,-34.567868,-58.448776,1
DEL1000650880,1/18/2021,21,Lesiones,Siniestro Vial,,178,no,,1100104,Constitución,1,-34.618531,-58.381099,1
DEL1000650881,1/18/2021,21,Lesiones,Siniestro Vial,,129,si,ARR0219382,1100397,Caballito,6,-34.623045,-58.43466,0
DEL1000650882,1/18/2021,13,Lesiones,Siniestro Vial,,49,si,ARR0219383,1100487,Villa Urquiza,12,-34.568539,-58.487752,0
DEL1000650883,1/18/2021,17,Lesiones,Siniestro Vial,,123,no,,1100437,Floresta,10,-34.626216,-58.486606,1
DEL1000650884,1/18/2021,8,Hurto (sin violencia),,,27,si,ARR0219384,1100443,Parque Chacabuco,7,-34.64387,-58.436326,0
DEL1000650885,1/18/2021,0,Hurto (sin violencia),Hurto Automotor,,55,no,,1100351,Villa Crespo,15,-34.605396,-58.454984,0
DEL1000650886,1/18/2021,1,Robo (con violencia),,,127,si,ARR0219385,1100062,Constitución,1,-34.621469,-58.390037,0
DEL1000650887,1/18/2021,1,Robo (con violencia),,,22,no,,1100597,Monserrat,1,-34.613433,-58.386082,0
DEL1000650888,1/18/2021,1,Hurto (sin violencia),,,157,si,ARR0219386,1100276,Balvanera,3,-34.601726,-58.405934,0
DEL1000650889,1/18/2021,2,Robo (con violencia),,,150,si,ARR0219387,1100458,Parque Chacabuco,7,-34.631024,-58.429764,0
DEL1000650890,1/18/2021,2,Robo (con violencia),,Arma de fuego,109,no,,1100573,Colegiales,13,-34.57753,-58.455679,0
DEL1000650891,1/18/2021,2,Robo (con violencia),,,70,si,ARR0219388,1100037,San Telmo,1,-34.623476,-58.376384,0
DEL1000650892,1/18/2021,3,Robo (con violencia),,Arma cortante,104,no,,1100005,San Telmo,1,-34.619602,-58.372946,0
DEL1000650893,1/18/2021,3,Robo (con violencia),,,41,si,ARR0219389,1100119,Nueva Pompeya,4,-34.646301,-58.432559,0
DEL1000650894,1/18/2021,3,Robo (con violencia),,,90,si,ARR0219390,1100531,Constitución,1,-34.624797,-58.386996,0
DEL1000650895,1/18/2021,4,Robo (con violencia),,Arma de fuego,32,no,,1100468,Boca,4,-34.634491,-58.35938,0
DEL1000650896,1/18/2021,4,Hurto (sin violencia),,,73,si,ARR0219391,1100450,Boca,4,-34.636941,-58.360296,0
DEL1000650897,1/18/2021,4,Robo (con violencia),,,52,si,ARR0219392,1100241,Constitución,1,-34.623812,-58.381453,0
DEL1000650898,1/18/2021,4,Robo (con violencia),,,119,si,ARR0219393,1100018,Constitución,1,-34.627007,-58.384357,0
DEL1000650899,1/18/2021,9,Robo (con violencia),,,172,no,,1100309,Recoleta,2,-34.592483,-58.389012,0
DEL1000650900,1/18/2021,6,Hurto (sin violencia),,,78,si,ARR0219394,1100329,Recoleta,2,-34.588356,-58.403405,0
DEL1000650901,1/18/2021,7,Hurto (sin violencia),,,129,no,,1100329,Villa Devoto,11,-34.589282,-58.519116,0
DEL1000650902,1/18/2021,21,Robo (con violencia),Con uso de moto,Arma de fuego,86,no,,1100382,Villa Lugano,8,-34.671986,-58.467137,0
DEL1000650903,1/18/2021,7,Robo (con violencia),,,26,no,,1100542,Barracas,4,-34.65003,-58.395543,0
DEL1000650904,1/18/2021,6,Hurto (sin violencia),Hurto Automotor,,82,si,ARR0219395,1100453,Nueva Pompeya,4,-34.653795,-58.410223,0
DEL1000650905,1/18/2021,5,Robo (con violencia),,,101,no,,1100469,Parque Patricios,4,-34.638866,-58.401571,0
DEL1000650906,1/18/2021,6,Robo (con violencia),,,23,si,ARR0219396,1100478,Palermo,14,-34.578917,-58.42411,0
DEL1000650907,1/18/2021,8,Hurto (sin violencia),Hurto Automotor,,92,si,ARR0219397,1100504,Villa Devoto,11,-34.588145,-58.515407,0
DEL1000650908,1/18/2021,8,Robo (con violencia),,,125,si,ARR0219398,1100439,Almagro,5,-34.613861,-58.426644,0
DEL1000650909,1/18/2021,2,Robo (con violencia),,,169,si,ARR0219399,1100225,Retiro,1,-34.597565,-58.376016,0
DEL1000650910,1/18/2021,7,Robo (con violencia),,Arma cortante,30,no,,1100215,Balvanera,3,-34.61031,-58.40755,0
DEL1000650911,1/18/2021,8,Hurto (sin violencia),,,119,no,,1100282,Villa Real,10,-34.613784,-58.526044,0
DEL1000650912,1/18/2021,7,Robo (con violencia),,,155,no,,1100127,San Nicolas,1,-34.600741,-58.371627,0
DEL1000650913,1/18/2021,6,Robo (con violencia),,,174,si,ARR0219400,1100196,Flores,7,-34.627806,-58.456183,0
DEL1000650914,1/18/2021,2,Robo (con violencia),,,130,no,,1100508,Parque Avellaneda,9,-34.641301,-58.479928,0
DEL1000650915,1/18/2021,8,Robo (con violencia),,,26,si,ARR0219401,1100076,Caballito,6,-34.608972,-58.437983,0
DEL1000650916,1/18/2021,9,Hurto (sin violencia),,,68,si,ARR0219402,1100252,San Telmo,1,-34.617394,-58.375246,0
DEL1000650917,1/18/2021,7,Robo (con violencia),,,111,no,,1100048,Villa Lugano,8,-34.681247,-58.489738,0
DEL1000650918,1/18/2021,9,Robo (con violencia),,,24,si,ARR0219403,1100292,Caballito,6,-34.614402,-58.43857,0
DEL1000650919,1/18/2021,9,Robo (con violencia),,,103,no,,1100075,Villa Gral. Mitre,11,-34.611067,-58.47806,0
DEL1000650920,1/18/2021,9,Robo (con violencia),,,32,si,ARR0219404,1100124,Palermo,14,-34.578193,-58.42765,0
DEL1000650921,1/18/2021,9,Robo (con violencia),,,134,si,ARR0219405,1100254,Parque Chacabuco,7,-34.640197,-58.423495,0
DEL1000650922,1/18/2021,10,Hurto (sin violencia),,,54,si,ARR0219406,1100574,Villa Urquiza,12,-34.578713,-58.491824,0
DEL1000650923,1/18/2021,11,Hurto (sin violencia),,,51,no,,1100415,Villa Crespo,15,-34.597243,-58.443687,0
DEL1000650924,1/18/2021,8,Robo (con violencia),,,31,si,ARR0219407,1100565,Flores,7,-34.626037,-58.466854,0
DEL1000650925,1/18/2021,9,Robo (con violencia),,,42,no,,1100191,Constitución,1,-34.625965,-58.38187,0
DEL1000650926,1/18/2021,11,Hurto (sin violencia),,,53,si,ARR0219408,1100284,Recoleta,2,-34.593341,-58.405112,0
DEL1000650927,1/18/2021,11,Robo (con violencia),,,119,no,,1100469,Balvanera,3,-34.604253,-58.393932,0
DEL1000650928,1/18/2021,11,Robo (con violencia),,,117,si,ARR0219409,1100217,Almagro,5,-34.605424,-58.417179,0
DEL1000650929,1/18/2021,19,Hurto (sin violencia),,,101,si,ARR0219410,1100439,Villa Real,10,-34.621788,-58.52001,0
DEL1000650930,1/18/2021,7,Robo (con violencia),,Arma cortante,149,no,,1100315,Parque Avellaneda,9,-34.659248,-58.477042,0
DEL1000650931,1/18/2021,13,Robo (con violencia),,,41,no,,1100559,San Nicolas,1,-34.604355,-58.372397,0
DEL1000650932,1/18/2021,11,Hurto (sin violencia),Hurto Automotor,,144,no,,1100376,Liniers,9,-34.64581,-58.512847,0
DEL1000650933,1/18/2021,12,Hurto (sin violencia),,,110,no,,1100111,Flores,7,-34.628243,-58.460441,0
DEL1000650934,1/18/2021,12,Hurto (sin violencia),,,60,si,ARR0219411,1100259,Boca,4,-34.641002,-58.365933,0
DEL1000650935,1/18/2021,13,Robo (con violencia),Robo Automotor,Arma cortante,177,no,,1100414,Parque Avellaneda,9,-34.645077,-58.485868,0
DEL1000650936,1/18/2021,9,Robo (con violencia),Con uso de moto,Arma de fuego,24,no,,1100396,Caballito,6,-34.603927,-58.432333,0
DEL1000650937,1/18/2021,12,Robo (con violencia),,,69,no,,1100425,Villa Crespo,15,-34.601642,-58.444078,0
DEL1000650938,1/18/2021,13,Robo (con violencia),,,151,si,ARR0219412,1100262,Caballito,6,-34.624356,-58.448248,0
DEL1000650939,1/18/2021,9,Hurto (sin violencia),,,144,no,,1100150,Barracas,4,-34.645024,-58.372087,0
DEL1000650940,1/18/2021,10,Robo (con violencia),,,110,si,ARR0219413,1100034,Villa Lugano,8,-34.668402,-58.482479,0
DEL1000650941,1/18/2021,12,Robo (con violencia),,,99,si,ARR0219414,1100125,Palermo,14,-34.586099,-58.414685,0
DEL1000650942,1/18/2021,14,Hurto (sin violencia),,,151,no,,1100167,Balvanera,3,-34.607768,-58.404698,0
DEL1000650943,1/18/2021,13,Robo (con violencia),,,170,no,,1100194,Palermo,14,-34.579982,-58.428069,0
DEL1000650944,1/18/2021,8,Hurto (sin violencia),,,58,si,ARR0219415,1100537,Belgrano,13,-34.56381,-58.462131,0
DEL1000650945,1/18/2021,10,Robo (con violencia),,,178,no,,1100358,Villa Lugano,8,-34.683289,-58.47932,0
DEL1000650946,1/18/2021,7,Hurto (sin violencia),,,126,no,,1100348,Parque Chacabuco,7,-34.639723,-58.446267,0
DEL1000650947,1/18/2021,14,Robo (con violencia),,,162,si,ARR0219416,1100582,Palermo,14,-34.577033,-58.430109,0
DEL1000650948,1/18/2021,11,Hurto (sin violencia),,,76,no,,1100279,Parque Patricios,4,-34.641671,-58.409126,0
DEL1000650949,1/18/2021,12,Robo (con violencia),,,101,no,,1100531,Parque Patricios,4,-34.633191,-58.403779,0
DEL1000650950,1/18/2021,15,Robo (con violencia),,,71,no,,1100258,Nueva Pompeya,4,-34.651485,-58.43039,0
DEL1000650951,1/18/2021,14,Robo (con violencia),,,66,no,,1100564,Recoleta,2,-34.593733,-58.400697,0
DEL1000650952,1/18/2021,9,Hurto (sin violencia),,,107,si,ARR0219417,1100335,Villa Devoto,11,-34.601669,-58.521404,0
DEL1000650953,1/18/2021,15,Hurto (sin violencia),Hurto Automotor,,95,si,ARR0219418,1100189,Villa Crespo,15,-34.604339,-58.454509,0
DEL1000650954,1/18/2021,15,Hurto (sin violencia),,,112,si,ARR0219419,1100273,Balvanera,3,-34.606275,-58.402815,0
DEL1000650955,1/18/2021,13,Hurto (sin violencia),,,158,no,,1100339,Flores,7,-34.62865,-58.46443,0
DEL1000650956,1/18/2021,3,Robo (con violencia),,,41,no,,1100225,Caballito,6,-34.607051,-58.43991,0
DEL1000650957,1/18/2021,15,Robo (con violencia),,,166,si,ARR0219420,1100087,Balvanera,3,-34.608782,-58.405705,0
DEL1000650958,1/18/2021,4,Hurto (sin violencia),,,119,no,,1100417,Liniers,9,-34.643616,-58.517078,0
DEL1000650959,1/18/2021,9,Robo (con violencia),Con uso de moto,,117,no,,1100246,Villa Gral. Mitre,11,-34.617796,-58.469094,0
DEL1000650960,1/18/2021,13,Robo (con violencia),,,36,si,ARR0219421,1100441,Palermo,14,-34.576207,-58.401344,0
DEL1000650961,1/18/2021,15,Robo (con violencia),,,166,si,ARR0219422,1100176,Boca,4,-34.628664,-58.361588,0
DEL1000650962,1/18/2021,15,Hurto (sin violencia),Hurto Automotor,,83,no,,1100377,Parque Chacabuco,7,-34.634148,-58.427832,0
DEL1000650963,1/18/2021,13,Robo (con violencia),,,87,si,ARR0219423,1100467,Balvanera,3,-34.606164,-58.399374,0
DEL1000650964,1/18/2021,16,Robo (con violencia),,,145,no,,1100029,Nueva Pompeya,4,-34.641575,-58.416109,0
DEL1000650965,1/18/2021,13,Hurto (sin violencia),,,162,si,ARR0219424,1100338,Boca,4,-34.631494,-58.361422,0
DEL1000650966,1/18/2021,16,Robo (con violencia),,,156,si,ARR0219425,1100124,Monserrat,1,-34.616467,-58.381187,0
DEL1000650967,1/18/2021,6,Hurto (sin violencia),Hurto Automotor,,136,si,ARR0219426,1100241,Nuñez,13,-34.552246,-58.462138,0
DEL1000650968,1/18/2021,14,Robo (con violencia),,,41,si,ARR0219427,1100035,Barracas,4,-34.657408,-58.39932,0
DEL1000650969,1/18/2021,7,Robo (con violencia),,Arma de fuego,22,no,,1100100,Constitución,1,-34.6302,-58.389169,0
DEL1000650970,1/18/2021,8,Hurto (sin violencia),,,141,si,ARR0219428,1100006,Balvanera,3,-34.608763,-58.404676,0
DEL1000650971,1/18/2021,13,Robo (con violencia),,,104,si,ARR0219429,1100545,Versalles,10,-34.628324,-58.523295,0
DEL1000650972,1/18/2021,16,Robo (con violencia),,,132,no,,1100040,Retiro,1,-34.590125,-58.373279,0
DEL1000650973,1/18/2021,16,Robo (con violencia),,,100,no,,1100375,Balvanera,3,-34.599718,-58.405402,0
DEL1000650974,1/18/2021,18,Hurto (sin violencia),,,119,no,,1100156,San Cristóbal,3,-34.619812,-58.403212,0
DEL1000650975,1/18/2021,11,Hurto (sin violencia),,,115,si,ARR0219430,1100225,Mataderos,9,-34.645394,-58.497961,0
DEL1000650976,1/18/2021,17,Robo (con violencia),,,74,no,,1100213,Flores,7,-34.625705,-58.465664,0
DEL1000650977,1/18/2021,9,Robo (con violencia),,,52,si,ARR0219431,1100546,Boedo,5,-34.638737,-58.415328,0
DEL1000650978,1/18/2021,7,Hurto (sin violencia),Hurto Automotor,,47,si,ARR0219432,1100344,Belgrano,13,-34.558662,-58.460662,0
DEL1000650979,1/18/2021,6,Hurto (sin violencia),,,24,no,,1100376,Parque Avellaneda,9,-34.646334,-58.484732,0
DEL1000650980,1/18/2021,18,Robo (con violencia),,Arma de fuego,77,no,,1100318,Villa Santa Rita,11,-34.620551,-58.477156,0
DEL1000650981,1/18/2021,19,Hurto (sin violencia),,,145,no,,1100280,Saavedra,12,-34.557663,-58.485766,0
DEL1000650982,1/18/2021,17,Hurto (sin violencia),,,151,no,,1100169,Balvanera,3,-34.599793,-58.396302,0
DEL1000650983,1/18/2021,18,Hurto (sin violencia),,,87,si,ARR0219433,1100416,Paternal,15,-34.591849,-58.46942,0
DEL1000650984,1/18/2021,18,Hurto (sin violencia),,,124,no,,1100371,Chacarita,15,-34.589277,-58.450027,0
DEL1000650985,1/18/2021,18,Robo (con violencia),Con uso de moto,,62,no,,1100552,Villa Santa Rita,11,-34.619451,-58.480432,0
DEL1000650986,1/18/2021,18,Robo (con violencia),,,111,si,ARR0219434,1100307,Villa Pueyrredón,12,-34.572136,-58.50552,0
DEL1000650987,1/18/2021,10,Hurto (sin violencia),,,83,no,,1100369,Parque Chacabuco,7,-34.639987,-58.445855,0
DEL1000650988,1/18/2021,8,Hurto (sin violencia),,,67,no,,1100545,Barracas,4,-34.635743,-58.387463,0
DEL1000650989,1/18/2021,17,Hurto (sin violencia),,,84,no,,1100304,Monserrat,1,-34.615547,-58.374528,0
DEL1000650990,1/18/2021,15,Robo (con violencia),,,75,si,ARR0219435,1100409,Boca,4,-34.627435,-58.359675,0
DEL1000650991,1/18/2021,18,Robo (con violencia),,,80,no,,1100117,Villa Soldati,8,-34.664989,-58.469389,0
DEL1000650992,1/18/2021,20,Robo (con violencia),,,159,no,,1100390,Flores,7,-34.622211,-58.462795,0
DEL1000650993,1/18/2021,18,Robo (con violencia),,,47,si,ARR0219436,1100551,Parque Patricios,4,-34.632679,-58.406066,0
DEL1000650994,1/18/2021,19,Robo (con violencia),,,179,si,ARR0219437,1100593,Belgrano,13,-34.56315,-58.455575,0
DEL1000650995,1/18/2021,11,Robo (con violencia),,,106,no,,1100157,Mataderos,9,-34.644694,-58.497203,0
DEL1000650996,1/18/2021,17,Robo (con violencia),,,177,no,,1100102,Flores,7,-34.643456,-58.460178,0
DEL1000650997,1/18/2021,20,Robo (con violencia),,,105,si,ARR0219438,1100023,Caballito,6,-34.613584,-58.440063,0
DEL1000650998,1/18/2021,14,Robo (con violencia),,Arma cortante,130,no,,1100221,Villa Soldati,8,-34.66373,-58.444655,0
DEL1000650999,1/18/2021,5,Robo (con violencia),,,51,si,ARR0219439,1100305,Nueva Pompeya,4,-34.65192,-58.404005,0
DEL1000651000,1/18/2021,9,Robo (con violencia),Con uso de moto,,119,no,,1100232,San Cristóbal,3,-34.625226,-58.391335,0
DEL1000651001,1/18/2021,20,Hurto (sin violencia),,,131,no,,1100595,Villa Lugano,8,-34.667109,-58.486704,0
DEL1000651002,1/18/2021,20,Robo (con violencia),,,48,no,,1100254,Caballito,6,-34.619362,-58.435917,0
DEL1000651003,1/18/2021,5,Robo (con violencia),,,83,no,,1100361,Flores,7,-34.651187,-58.443326,0
DEL1000651004,1/18/2021,21,Robo (con violencia),,,83,si,ARR0219440,1100196,Palermo,14,-34.573049,-58.439274,0
DEL1000651005,1/18/2021,20,Robo (con violencia),,Arma de fuego,81,no,,1100078,Parque Patricios,4,-34.635388,-58.396376,0
DEL1000651006,1/18/2021,19,Robo (con violencia),,Arma de fuego,85,no,,1100429,Liniers,9,-34.644864,-58.518684,0
DEL1000651007,1/18/2021,19,Hurto (sin violencia),,,60,si,ARR0219441,1100055,Caballito,6,-34.622241,-58.442187,0
DEL1000651008,1/18/2021,22,Robo (con violencia),,,64,si,ARR0219442,1100350,Nueva Pompeya,4,-34.652501,-58.407952,0
DEL1000651009,1/18/2021,22,Hurto (sin violencia),,,170,si,ARR0219443,1100124,Balvanera,3,-34.612574,-58.413034,0
DEL1000651010,1/18/2021,4,Hurto (sin violencia),Hurto Automotor,,113,no,,1100244,Recoleta,2,-34.588625,-58.403043,0
DEL1000651011,1/18/2021,23,Robo (con violencia),,,54,si,ARR0219444,1100284,Retiro,1,-34.594639,-58.386503,0
DEL1000651012,1/18/2021,22,Hurto (sin violencia),,,62,no,,1100568,San Cristóbal,3,-34.625673,-58.405278,0
DEL1000651013,1/18/2021,23,Robo (con violencia),,Arma de fuego,111,no,,1100301,Flores,7,-34.641825,-58.459409,0
DEL1000651014,1/18/2021,23,Hurto (sin violencia),,,148,no,,1100374,San Cristóbal,3,-34.627478,-58.402745,0
DEL1000651015,1/18/2021,23,Robo (con violencia),,,82,si,ARR0219445,1100508,Palermo,14,-34.569116,-58.436651,0
DEL1000651016,1/18/2021,15,Robo (con violencia),,Arma de fuego,149,no,,1100400,Nueva Pompeya,4,-34.650074,-58.406819,0
DEL1000651017,1/18/2021,23,Robo (con violencia),,,66,si,ARR0219446,1100173,Flores,7,-34.652511,-58.433681,0
DEL1000651018,1/18/2021,23,Hurto (sin violencia),,,168,no,,1100258,Parque Avellaneda,9,-34.643317,-58.476868,0
DEL1000651019,1/18/2021,23,Robo (con violencia),,,131,no,,1100431,Saavedra,12,-34.542707,-58.474411,0
DEL1000651020,1/18/2021,19,Robo (con violencia),Con uso de moto,,96,no,,1100143,Recoleta,2,-34.587739,-58.404563,0
DEL1000651021,1/18/2021,7,Robo (con violencia),,,102,si,ARR0219447,1100243,Retiro,1,-34.596303,-58.376552,0
DEL1000651022,1/18/2021,17,Hurto (sin violencia),,,22,si,ARR0219448,1100003,Villa Lugano,8,-34.687006,-58.462192,0
DEL1000651023,1/18/2021,7,Hurto (sin violencia),,,123,si,ARR0219449,1100377,Villa Ortuzar,15,-34.576447,-58.47205,0
DEL1000651024,1/18/2021,15,Robo (con violencia),,,86,no,,1100395,Barracas,4,-34.637408,-58.37797,0
DEL1000651025,1/18/2021,22,Hurto (sin violencia),Hurto Automotor,,41,no,,1100514,Belgrano,13,-34.561858,-58.444421,0
DEL1000651026,1/18/2021,15,Robo (con violencia),,,137,no,,1100042,Monserrat,1,-34.608511,-58.373512,0
DEL1000651027,1/18/2021,21,Hurto (sin violencia),,,76,no,,1100045,Villa Lugano,8,-34.660027,-58.480278,0
DEL1000651028,1/18/2021,9,Hurto (sin violencia),,,31,no,,1100590,Belgrano,13,-34.55933,-58.452064,0
DEL1000651029,1/18/2021,20,Hurto (sin violencia),,,135,si,ARR0219450,1100156,Retiro,1,-34.593836,-58.3801,0
DEL1000651030,1/18/2021,8,Hurto (sin violencia),,,167,no,,1100081,Villa Real,10,-34.615949,-58.523556,0
DEL1000651031,1/18/2021,20,Robo (con violencia),,,139,no,,1100263,Flores,7,-34.61637,-58.463919,0
DEL1000651032,1/18/2021,21,Robo (con violencia),,Arma cortante,131,no,,1100158,Balvanera,3,-34.617568,-58.39315,0
DEL1000651033,1/18/2021,15,Hurto (sin violencia),,,143,no,,1100110,Mataderos,9,-34.659383,-58.508787,0
DEL1000651034,1/18/2021,15,Hurto (sin violencia),,,141,no,,1100348,Almagro,5,-34.603986,-58.415136,0
DEL1000651035,1/18/2021,16,Robo (con violencia),,,115,si,ARR0219451,1100149,Monserrat,1,-34.610921,-58.383371,0
DEL1000651036,1/18/2021,23,Robo (con violencia),,,67,no,,1100488,Almagro,5,-34.613994,-58.416021,0
DEL1000651037,1/18/2021,14,Robo (con violencia),Con uso de moto,,106,no,,1100227,Villa Devoto,11,-34.595374,-58.508334,0
DEL1000651038,1/18/2021,20,Robo (con violencia),,,130,si,ARR0219452,1100516,Mataderos,9,-34.66798,-58.496304,0
